pl_hostname,pl_pnum,st_optmag,gaia_gmag,st_teff,st_mass,st_rad
Kepler-1285,1,11.714,11.65,6170,1.2,1.28
Kepler-1286,1,15.166,15.142,5753,1,0.98
Kepler-1287,1,15.051,15.007,5715,0.96,0.94
Kepler-1288,1,13.321,13.177,6132,1.2,1.29
Kepler-1289,1,14.59,14.599,6080,1.1,1.17
Kepler-1290,1,15.711,15.691,5660,0.95,0.93
Kepler-1291,1,15.868,15.883,5216,0.84,0.8
Kepler-1292,1,15.934,15.948,5556,0.95,0.93
Kepler-1293,1,13.383,13.3,6241,1.18,1.28
Kepler-1294,1,15.174,15.15,5776,0.99,0.97
Kepler-1295,1,15.89,15.908,5486,0.92,0.89
Kepler-1296,1,14.667,14.627,5359,0.87,0.83
Kepler-1297,1,14.812,14.782,5818,0.99,0.99
Kepler-1298,1,11.392,11.313,6339,1.45,2
Kepler-1299,1,15.922,15.9,5609,0.94,0.91
Kepler-1300,1,12.816,12.768,6130,1.29,1.79
Kepler-1301,1,15.4,15.373,5188,0.85,0.81
Kepler-1302,1,15.102,15.039,5236,0.86,0.82
Kepler-1303,1,14.64,14.616,5771,1.01,1
Kepler-1304,1,15.022,15.045,5259,0.85,0.81
Kepler-1305,1,15.785,15.714,5701,0.97,0.96
Kepler-1306,1,15.243,15.212,5727,0.98,0.97
Kepler-1307,1,15.394,15.38,5884,1.06,1.08
Kepler-1308,1,14.488,14.474,3468,0.35,0.34
Kepler-1309,1,15.652,16.187,5235,0.85,0.8
Kepler-1310,1,14.159,14.122,5549,0.91,0.88
Kepler-1312,1,12.43,12.378,5719,0.99,0.92
Kepler-1313,1,11.799,11.789,5453,0.92,0.85
Kepler-1314,1,16.406,17.121,4188,0.6,0.59
Kepler-1315,1,14.975,14.952,4861,0.8,0.75
Kepler-1316,1,14,13.951,5884,1.04,1.12
Kepler-1317,1,15.23,15.234,5144,0.83,0.79
Kepler-1318,1,15.165,15.242,4598,0.73,0.7
Kepler-1319,1,14.717,14.222,3655,0.56,0.54
Kepler-1320,1,15.898,15.905,4817,0.8,0.74
Kepler-1322,1,15.81,15.775,5488,0.9,0.87
Kepler-1323,1,12.41,12.344,6169,1.18,1.4
Kepler-1324,1,15.141,15.134,4776,0.78,0.73
Kepler-1325,1,15.16,15.129,5550,0.93,0.91
Kepler-1326,1,12.852,12.741,6725,1.45,1.74
Kepler-1327,1,13.914,13.884,5885,1.02,1.03
Kepler-1328,1,13.836,13.803,5780,1,0.99
Kepler-1329,1,15.911,15.85,4500,0.72,0.69
Kepler-1330,1,15.017,14.945,5608,0.97,0.94
Kepler-1331,1,15.031,15.032,4508,0.72,0.69
Kepler-1332,1,13.756,13.795,5581,0.95,0.9
Kepler-1333,1,15.162,15.171,5628,0.94,0.92
Kepler-1334,1,15.241,15.171,5614,0.94,0.91
Kepler-1335,1,15.329,15.304,4903,0.77,0.74
Kepler-1337,1,15.858,15.817,4523,0.7,0.67
Kepler-1338,1,13.615,13.574,5909,1.04,1.05
Kepler-1339,1,12.299,12.123,5586,0.94,0.93
Kepler-1340,1,14.758,14.755,6331,1.27,1.42
Kepler-1341,1,15.028,15.018,4662,0.79,0.72
Kepler-1342,1,15.392,15.383,5527,0.93,0.9
Kepler-1343,1,15.526,15.53,5759,0.95,0.93
Kepler-1344,1,14.083,14.027,5981,1.09,1.13
Kepler-1345,1,13.791,13.705,6449,1.32,1.55
Kepler-1346,1,14.497,14.462,6133,1.14,1.21
Kepler-1347,1,13.38,13.412,5193,0.82,0.79
Kepler-1348,1,14.718,14.679,5911,1.04,1.04
Kepler-1349,1,11.126,11.082,6086,1.16,1.28
Kepler-1351,1,14.107,14.087,4439,0.7,0.67
Kepler-1352,1,13.295,13.25,6118,1.11,1.16
Kepler-1353,1,15.514,15.506,4776,0.76,0.72
Kepler-1354,1,14.357,14.369,6168,1.16,1.24
Kepler-1355,1,15.471,15.452,5352,0.88,0.83
Kepler-1356,1,15.76,15.72,5106,0.82,0.78
Kepler-1357,1,15.273,15.22,5597,0.93,0.9
Kepler-1358,1,14.572,14.54,5181,0.82,0.79
Kepler-1359,1,15.768,15.753,4709,0.78,0.72
Kepler-1360,1,13.913,13.88,6778,1.51,1.83
Kepler-1361,1,13.93,13.917,5131,0.83,0.79
Kepler-1362,1,15.839,15.825,4857,0.8,0.74
Kepler-1363,1,15.29,15.292,4839,0.76,0.72
Kepler-1364,1,13.228,13.186,6805,1.49,1.79
Kepler-1366,1,15.877,15.889,4070,0.62,0.6
Kepler-1367,1,15.571,15.558,4106,0.62,0.6
Kepler-1368,1,15.892,15.873,5906,1.07,1.08
Kepler-1369,1,15.323,15.35,5761,0.99,0.99
Kepler-1372,1,15.371,15.349,5677,0.98,0.97
Kepler-1373,1,14.135,14.072,6299,1.22,1.33
Kepler-1374,1,15.97,15.93,5323,0.85,0.81
Kepler-1375,1,13.749,13.71,6704,1.47,1.78
Kepler-1376,1,14.699,14.672,5659,0.98,0.97
Kepler-1377,1,15.918,15.889,5218,0.86,0.82
Kepler-1378,1,15.911,16.054,4407,0.7,0.67
Kepler-1379,1,15.919,15.853,5188,0.83,0.79
Kepler-1380,1,15.619,15.614,5570,0.96,0.94
Kepler-1381,1,15.535,15.478,5747,0.96,0.94
Kepler-1382,1,12.683,12.757,6161,1.36,1.72
Kepler-1383,1,13.716,13.708,6370,1.26,1.44
Kepler-1384,1,15.384,15.446,4919,0.78,0.74
Kepler-1385,1,12.858,12.844,5732,1.15,1.29
Kepler-1386,1,14.455,14.417,5733,1.02,1.03
Kepler-1387,1,14.589,14.58,5046,0.82,0.77
Kepler-1389,1,14.699,14.684,5078,0.81,0.74
Kepler-1390,1,14.421,14.402,5753,0.98,0.98
Kepler-1391,1,13.852,13.828,5840,1.03,1.1
Kepler-1392,1,15.679,15.666,5479,0.88,0.85
Kepler-1393,1,13.348,13.332,5697,0.95,0.92
Kepler-1394,1,11.801,11.714,6481,1.64,2.55
Kepler-1395,1,12.581,12.536,6138,1.17,1.23
Kepler-1396,1,14.544,14.527,6195,1.18,1.27
Kepler-1397,1,14.089,14.091,6026,1.09,1.12
Kepler-1399,1,15.49,15.507,5735,0.97,0.96
Kepler-14,1,12.128,,6395,1.51,2.05
Kepler-1400,1,15.737,15.713,5044,0.83,0.78
Kepler-1401,1,14.982,14.972,5964,1.07,1.1
Kepler-1402,1,14.621,14.608,5416,0.9,0.87
Kepler-1403,1,15.598,15.591,6060,1.11,1.15
Kepler-1404,1,15.688,15.703,5261,0.84,0.8
Kepler-1405,1,15.873,15.818,5925,1.05,1.07
Kepler-1406,1,13.256,13.382,5892,1.05,1.12
Kepler-1407,1,14.935,14.892,6010,1.1,1.15
Kepler-1408,1,12.003,11.962,6170,1.21,1.35
Kepler-1409,1,15.168,15.172,5160,0.83,0.79
Kepler-1410,1,15.757,15.948,4092,0.63,0.6
Kepler-1411,1,15.831,15.771,5664,0.95,0.92
Kepler-1412,1,13.219,13.193,5880,1.06,1.27
Kepler-1413,1,16.239,16.285,5196,0.84,0.8
Kepler-1414,1,14.897,14.861,4951,0.8,0.75
Kepler-1415,1,15.744,15.721,5267,0.89,0.84
Kepler-1416,1,14.22,14.226,6019,1.09,1.15
Kepler-1417,1,13.914,13.858,5839,1.02,1.02
Kepler-1418,1,15.037,15.281,4770,0.77,0.72
Kepler-1419,1,15.761,15.718,5796,1.01,1.01
Kepler-1420,1,15.883,15.849,5187,0.82,0.79
Kepler-1421,1,12.788,12.726,6335,1.25,1.42
Kepler-1422,1,15.665,15.619,6194,1.15,1.23
Kepler-1423,1,14.553,14.558,4939,0.79,0.75
Kepler-1424,1,13.619,13.592,5838,1.02,1.07
Kepler-1425,1,13.572,13.563,5718,0.97,0.95
Kepler-1426,1,15.192,15.166,5831,1.02,1.02
Kepler-1427,1,15.415,15.482,5793,1.01,1.01
Kepler-1428,1,13.688,13.523,6184,1.28,1.36
Kepler-1429,1,14.879,14.832,5902,1.05,1.07
Kepler-1430,1,15.245,15.282,4796,0.77,0.72
Kepler-1431,1,15.273,15.271,5806,1.03,1.03
Kepler-1432,1,15.376,15.37,6031,1.09,1.13
Kepler-1433,1,14.826,,6097,1.14,1.19
Kepler-1434,1,12.086,12.042,6291,1.47,2.04
Kepler-1435,1,12.938,12.869,6356,1.21,1.32
Kepler-1436,1,14.93,14.91,5972,1.06,1.09
Kepler-1437,1,15.591,15.661,5557,0.93,0.9
Kepler-1438,1,14.869,14.861,5530,0.97,0.96
Kepler-1439,1,16.109,16.098,3578,0.46,0.43
Kepler-1440,1,14.131,14.102,5698,0.98,0.96
Kepler-1441,1,14.268,14.257,5802,1,1
Kepler-1442,1,12.146,12.03,6394,1.34,1.44
Kepler-1443,1,12.278,12.212,6289,1.19,1.27
Kepler-1444,1,12.325,12.258,5810,1.03,1.05
Kepler-1445,1,12.405,12.418,6150,1.13,1.26
Kepler-1446,1,12.411,12.409,4865,0.81,0.75
Kepler-1447,1,14.682,14.664,5722,0.97,0.95
Kepler-1448,1,14.411,14.38,5774,0.95,0.93
Kepler-1449,1,15.05,15.031,5979,1.08,1.1
Kepler-1450,1,15.498,15.489,4524,0.71,0.68
Kepler-1451,1,15.332,15.3,5782,1,0.99
Kepler-1452,1,13.062,13.071,6101,1.41,2.06
Kepler-1453,1,15.57,15.528,5665,0.97,0.94
Kepler-1454,1,14.904,14.899,5448,0.9,0.86
Kepler-1455,1,15.855,15.866,4075,0.62,0.6
Kepler-1456,1,15.464,15.445,4231,0.64,0.62
Kepler-1457,1,14.06,14.028,5866,1.01,1.01
Kepler-1458,1,14.19,14.2,5653,0.96,0.94
Kepler-1459,1,14.591,14.552,4828,0.78,0.74
Kepler-1460,1,15.947,15.919,4422,0.7,0.67
Kepler-1461,1,15.689,15.695,4919,0.79,0.74
Kepler-1462,1,15.858,15.856,5756,1,1
Kepler-1463,1,15.759,15.724,5679,0.96,0.95
Kepler-1465,1,14.41,14.42,4726,0.75,0.71
Kepler-1466,1,13.926,13.869,5884,1.01,1.02
Kepler-1467,1,15.549,15.521,5332,0.86,0.82
Kepler-1469,1,15.965,15.989,5507,0.92,0.89
Kepler-1470,1,15.061,15.044,4961,0.8,0.76
Kepler-1471,1,15.254,15.246,5660,0.95,0.93
Kepler-1472,1,14.633,14.59,6159,1.16,1.25
Kepler-1473,1,13.359,13.368,6046,1.09,1.09
Kepler-1474,1,15.246,15.217,5870,1.04,1.04
Kepler-1475,1,15.292,15.277,6214,1.18,1.28
Kepler-1476,1,15.408,15.409,5663,0.98,0.96
Kepler-1477,1,14.598,14.576,5100,0.81,0.78
Kepler-1478,1,15.44,15.399,5904,1.04,1.06
Kepler-1479,1,13.785,13.733,5796,0.99,0.98
Kepler-1480,1,14.523,14.482,5156,0.85,0.81
Kepler-1481,1,14.779,14.743,4908,0.8,0.75
Kepler-1482,1,13.747,13.73,5381,0.88,0.84
Kepler-1483,1,14.44,14.423,6337,1.25,1.4
Kepler-1484,1,15.268,15.247,5730,0.94,0.92
Kepler-1485,1,13.204,13.18,6087,1.11,1.12
Kepler-1486,1,15.335,15.294,5965,1.08,1.12
Kepler-1487,1,13.489,13.451,6541,1.38,1.63
Kepler-1488,1,13.102,13.077,5820,1.05,1.31
Kepler-1489,1,14.828,14.808,5655,0.93,0.9
Kepler-1490,1,15.449,15.418,5515,0.9,0.87
Kepler-1491,1,15.589,15.57,5728,1,0.99
Kepler-1492,1,14.534,14.496,4712,0.77,0.72
Kepler-1493,1,13.109,13.861,5863,1.06,1.29
Kepler-1494,1,15.214,15.217,5659,0.96,0.94
Kepler-1495,1,15.417,15.625,5831,1.03,1.04
Kepler-1496,1,14.694,14.682,6182,1.18,1.27
Kepler-1497,1,15.364,15.376,5675,0.96,0.95
Kepler-1498,1,15.033,15.1,5256,0.86,0.81
Kepler-1499,1,13.509,13.516,5097,0.82,0.78
Kepler-15,1,13.758,13.714,5515,1.02,0.99
Kepler-1500,1,14.606,14.58,5845,1,1
Kepler-1501,1,13.71,13.646,6229,1.2,1.3
Kepler-1502,1,14.155,14.093,6666,1.44,1.72
Kepler-1503,1,15.796,15.786,5069,0.77,0.74
Kepler-1504,1,15.654,15.631,5393,0.85,0.81
Kepler-1505,1,12.988,12.926,5686,0.93,0.86
Kepler-1506,1,15.652,15.624,5676,0.95,0.93
Kepler-1507,1,13.136,13.104,5410,0.89,0.85
Kepler-1508,1,14.276,14.347,6158,1.14,1.22
Kepler-1509,1,15.386,15.332,5780,1,0.99
Kepler-1510,1,15.169,15.142,6200,1.19,1.28
Kepler-1511,1,13.932,13.502,6064,1.17,1.29
Kepler-1512,1,13.393,13.263,4372,0.73,0.67
Kepler-1513,1,12.888,12.956,5617,0.99,0.97
Kepler-1514,1,11.69,11.829,6251,1.21,1.22
Kepler-1515,1,12.04,11.998,6511,1.3,1.41
Kepler-1516,1,14.461,14.447,5904,1.04,1.07
Kepler-1517,1,12.252,12.174,7010,1.58,1.95
Kepler-1518,1,13.306,13.28,6846,1.54,1.88
Kepler-1519,1,14.822,14.803,5644,0.94,0.91
Kepler-1520,1,15.692,15.693,4677,0.76,0.71
Kepler-1521,1,12.86,12.848,5042,0.81,0.76
Kepler-1522,1,14.216,14.196,5706,0.96,0.93
Kepler-1523,1,14.86,14.837,5708,0.97,0.96
Kepler-1524,1,12.72,12.7,6179,1.17,1.25
Kepler-1525,1,12.737,12.692,5748,1.07,1.04
Kepler-1526,1,15.646,15.655,4601,0.73,0.69
Kepler-1527,1,15.13,15.078,6224,1.21,1.32
Kepler-1528,1,14.496,14.476,5857,1.03,1.03
Kepler-1529,1,15.362,15.388,5048,0.81,0.77
Kepler-1531,1,13.194,13.171,6260,1.16,1.27
Kepler-1532,1,14.815,14.803,5559,0.91,0.88
Kepler-1533,1,13.215,13.168,6431,1.31,1.51
Kepler-1534,1,15.665,16.235,5442,0.9,0.86
Kepler-1535,1,14.208,14.18,6021,1.08,1.11
Kepler-1536,1,15.188,15.141,4434,0.71,0.67
Kepler-1537,1,14.536,14.546,5079,0.81,0.77
Kepler-1538,1,15.245,15.228,5837,1.03,1.03
Kepler-1539,1,15.307,15.309,5176,0.84,0.8
Kepler-1540,1,14.073,14.083,4540,0.74,0.69
Kepler-1541,1,13.801,13.791,5282,0.86,0.81
Kepler-1543,1,13.487,13.419,6561,1.39,1.65
Kepler-1544,1,14.061,14.039,4886,0.81,0.74
Kepler-1545,1,15.031,15.033,5201,0.84,0.8
Kepler-1546,1,15.412,15.368,5623,0.95,0.93
Kepler-1547,1,13.447,13.408,6078,1.12,1.18
Kepler-1548,1,15.259,15.245,5706,0.99,0.97
Kepler-1549,1,15.188,15.152,5324,0.88,0.84
Kepler-1550,1,14.9,14.884,5991,1.07,1.11
Kepler-1551,1,15.152,15.098,6136,1.14,1.22
Kepler-1552,1,14.838,14.931,5202,0.85,0.78
Kepler-1553,1,14.955,14.991,5288,0.85,0.81
Kepler-1554,1,15.717,15.715,5297,0.84,0.81
Kepler-1555,1,15.353,15.326,5866,1.04,1.06
Kepler-1556,1,15.247,15.298,5608,0.97,0.95
Kepler-1557,1,15.331,15.299,6099,1.11,1.17
Kepler-1558,1,13.632,13.6,5101,0.83,0.79
Kepler-1559,1,14.5,14.488,5316,0.86,0.82
Kepler-1560,1,13.421,13.385,5815,1.02,1.02
Kepler-1561,1,14.658,14.648,5957,1.07,1.11
Kepler-1562,1,15.589,15.273,5760,1.02,1.05
Kepler-1563,1,13.583,13.568,5765,1,0.99
Kepler-1564,1,15.004,14.953,5528,0.93,0.9
Kepler-1565,1,15.329,15.432,4940,0.76,0.73
Kepler-1566,1,14.311,14.312,5254,0.84,0.81
Kepler-1567,1,15.672,15.632,5655,0.95,0.93
Kepler-1568,1,13.966,13.945,5956,1.09,1.19
Kepler-1569,1,13.96,13.932,6319,1.25,1.4
Kepler-1570,1,13.961,13.97,5550,0.92,0.89
Kepler-1571,1,13.767,13.77,6297,1.23,1.39
Kepler-1572,1,13.95,13.718,5618,0.97,0.95
Kepler-1573,1,15.18,15.169,5808,1.01,1
Kepler-1574,1,15.158,15.094,5892,1.06,1.08
Kepler-1575,1,15.424,15.418,5667,0.95,0.92
Kepler-1576,1,13.382,13.335,5876,1.05,1.06
Kepler-1577,1,15.056,15.057,4862,0.78,0.74
Kepler-1578,1,15.369,15.328,5545,0.9,0.86
Kepler-1579,1,15.22,15.248,4584,0.75,0.7
Kepler-1580,1,12.561,12.576,6228,1.47,2.15
Kepler-1581,1,12.4,12.353,6022,1.12,1.23
Kepler-1582,1,17.058,16.414,3208,0.28,0.3
Kepler-1583,1,12.897,12.841,5645,0.94,0.91
Kepler-1584,1,14.924,14.884,6069,1.1,1.13
Kepler-1585,1,15.965,15.977,5538,0.94,0.91
Kepler-1586,1,13.096,13.056,6681,1.45,1.75
Kepler-1587,1,14.09,14.032,5933,1.08,1.22
Kepler-1588,1,13.858,13.821,5817,0.96,0.99
Kepler-1589,1,14.978,14.965,6166,1.18,1.25
Kepler-1590,1,14.11,14.077,6053,1.11,1.16
Kepler-1591,1,14.686,14.658,6082,1.1,1.16
Kepler-1592,1,14.803,14.786,6213,1.18,1.28
Kepler-1593,1,15.873,15.884,4995,0.81,0.77
Kepler-1594,1,14.801,14.741,5946,1.06,1.08
Kepler-1595,1,15.448,15.401,5203,0.84,0.8
Kepler-1596,1,15.37,15.366,5706,0.95,0.92
Kepler-1597,1,14.144,14.115,6377,1.25,1.39
Kepler-1598,1,13.874,13.814,5940,1.07,1.09
Kepler-1599,1,14.945,14.902,5767,0.99,0.99
Kepler-16,1,11.762,11.747,4450,0.69,0.65
Kepler-1600,1,15.825,15.814,5214,0.86,0.82
Kepler-1601,1,13.764,13.678,5869,1.04,1.07
Kepler-1602,1,13.352,13.301,6296,1.22,1.36
Kepler-1603,1,15.332,15.34,6241,1.21,1.31
Kepler-1604,1,14.915,14.899,4976,0.81,0.76
Kepler-1605,1,12.429,12.413,5280,0.86,0.82
Kepler-1606,1,15.139,15.106,5422,0.9,0.86
Kepler-1607,1,13.897,13.875,6116,1.14,1.21
Kepler-1608,1,15.889,15.895,4992,0.75,0.72
Kepler-1609,1,15.015,14.937,6132,1.18,1.27
Kepler-1610,1,15.85,15.814,5383,0.91,0.87
Kepler-1611,1,14.435,14.412,5605,0.94,0.93
Kepler-1612,1,14.75,14.716,5643,0.96,0.94
Kepler-1613,1,14.118,14.068,6005,1.08,1.12
Kepler-1614,1,15.923,15.941,5121,0.79,0.76
Kepler-1615,1,14.553,14.524,5865,1.04,1.05
Kepler-1616,1,13.499,13.429,6266,1.21,1.34
Kepler-1617,1,13.63,13.656,6167,1.15,1.22
Kepler-1618,1,13.606,13.566,6620,1.41,1.65
Kepler-1619,1,13.341,13.299,5852,1,1
Kepler-1620,1,13.658,13.623,6157,1.15,1.23
Kepler-1621,1,15.015,15.011,6158,1.15,1.24
Kepler-1622,1,13.385,13.344,6436,1.31,1.5
Kepler-1623,1,14.951,14.924,5772,1,1
Kepler-1624,1,15.669,15.668,3636,0.5,0.47
Kepler-1625,1,15.756,15.763,5677,0.96,0.94
Kepler-1626,1,14.275,14.224,6826,1.51,1.85
Kepler-1627,1,13.028,13.049,5445,0.87,0.84
Kepler-1628,1,16.595,16.953,3724,0.55,0.52
Kepler-1629,1,12.75,12.714,5776,1.01,1.01
Kepler-1630,1,14.15,14.205,4736,0.66,0.63
Kepler-1631,1,15.524,15.495,5679,0.97,0.95
Kepler-1632,1,13.093,13.066,6137,1.12,1.19
Kepler-1633,1,13.435,13.392,6256,1.2,1.32
Kepler-1634,1,14.508,14.486,5474,0.92,0.89
Kepler-1635,1,15.696,15.693,5347,0.89,0.85
Kepler-1636,1,15.807,15.792,5797,1.01,1.02
Kepler-1637,1,13.328,13.273,5789,1.02,1.02
Kepler-1638,1,14.759,14.748,5710,0.97,0.95
Kepler-1639,1,14.496,14.469,6150,1.12,1.18
Kepler-1640,1,14.624,14.962,6324,1.27,1.43
Kepler-1643,1,13.116,13.827,5508,0.92,0.88
Kepler-1644,1,14.223,14.183,5499,0.89,0.86
Kepler-1645,1,14.472,14.441,5812,1.02,1.02
Kepler-1646,1,15.737,15.655,3299,0.24,0.26
Kepler-1647,1,13.545,13.579,6210,1.22,1.79
Kepler-1649,1,17.131,16.268,3240,0.22,0.25
Kepler-1650,1,15.722,15.739,3410,0.33,0.33
Kepler-1651,1,13.496,13.072,3713,0.52,0.5
Kepler-1652,1,15.931,16.002,3638,0.4,0.38
Kepler-1653,1,15.429,,4807,0.72,0.69
Kepler-1654,1,13.424,13.406,5597,1.01,1.18
Kepler-1655,1,11.072,11.014,6148,1.03,1.03
Kepler-1656,1,11.64,11.062,5731,1.03,1.1
Kepler-1658,1,11.432,11.42,6216,1.45,2.89
Kepler-1661,1,14.216,14.193,5100,0.84,0.76
Kepler-17,1,14.141,14.131,5781,1.16,1.05
Kepler-21,1,8.25,8.128,6305,1.41,1.9
Kepler-22,1,11.664,11.644,5518,0.97,0.98
Kepler-34,1,14.875,14.83,5913,1.05,1.16
Kepler-35,1,15.726,15.735,5606,0.89,1.03
Kepler-38,1,13.941,13.907,5623,0.94,1.75
Kepler-39,1,14.46,14.262,6350,1.29,1.4
Kepler-4,1,12.7,12.158,5857,1.22,1.49
Kepler-40,1,14.588,14.559,6510,1.48,2.13
Kepler-408,1,8.769,8.699,6104,1.08,1.23
Kepler-409,1,9.439,9.391,5460,0.92,0.89
Kepler-41,1,14.465,14.413,5750,1.15,1.29
Kepler-410 A,1,9.5,9.375,6273,1.21,1.35
Kepler-412,1,13.73,14.249,5750,1.17,1.29
Kepler-413,1,15.52,15.594,4700,0.82,0.78
Kepler-418,1,14.696,14.649,5820,0.98,1.09
Kepler-421,1,13.354,13.348,5308,0.79,0.76
Kepler-422,1,13.435,13.423,5972,1.15,1.24
Kepler-423,1,14.29,14.28,5560,0.85,0.95
Kepler-425,1,14.97,14.73,5170,0.93,0.86
Kepler-426,1,15.073,14.807,5725,0.91,0.92
Kepler-427,1,14.42,14.196,5800,0.96,1.35
Kepler-428,1,15.405,15.222,5150,0.87,0.8
Kepler-43,1,13.958,13.889,6041,1.32,1.42
Kepler-433,1,14.463,14.416,6360,1.46,2.26
Kepler-434,1,14.517,14.5,5977,1.2,1.38
Kepler-435,1,13.643,13.604,6161,1.54,3.21
Kepler-437,1,14.352,14.362,4551,0.71,0.68
Kepler-438,1,14.467,14.485,3748,0.54,0.52
Kepler-439,1,14.56,14.545,5431,0.88,0.87
Kepler-44,1,14.678,14.69,5800,1.12,1.35
Kepler-440,1,15.134,15.106,4134,0.57,0.56
Kepler-441,1,15.142,15.135,4340,0.57,0.55
Kepler-442,1,14.976,14.93,4402,0.61,0.6
Kepler-443,1,15.891,15.901,4723,0.74,0.71
Kepler-447,1,12.394,12.379,5493,1,1.05
Kepler-45,1,16.88,15.98,3820,0.59,0.55
Kepler-452,1,13.426,13.405,5757,1.04,1.11
Kepler-453,1,13.552,13.523,5527,0.94,0.83
Kepler-461,1,13.704,13.333,5634,0.98,0.91
Kepler-462,1,11.642,11.615,7070,1.59,2.04
Kepler-463,1,12.87,12.86,5661,0.87,0.9
Kepler-464,1,12.702,12.672,5933,1.21,1.59
Kepler-465,1,12.663,12.591,6310,1.23,1.29
Kepler-467,1,12.377,12.359,5809,1.05,1.37
Kepler-468,1,13.779,13.73,5498,0.96,0.87
Kepler-470,1,13.224,13.161,6613,1.4,1.66
Kepler-471,1,13.797,13.789,6733,1.49,1.8
Kepler-472,1,13.698,13.67,4996,0.85,0.78
Kepler-473,1,13.397,13.369,5816,1.06,1.34
Kepler-474,1,13.494,13.469,5785,0.99,1.08
Kepler-475,1,13.341,13.316,5009,0.86,0.79
Kepler-476,1,13.837,13.86,5837,1.03,1.09
Kepler-477,1,13.536,,5240,0.87,0.79
Kepler-478,1,13.938,13.967,5210,0.85,0.8
Kepler-479,1,13.575,13.544,5247,0.86,0.81
Kepler-480,1,13.273,13.211,6322,1.25,1.34
Kepler-481,1,13.844,13.815,5802,1.01,1.09
Kepler-482,1,13.779,13.762,4871,0.75,0.72
Kepler-483,1,13.432,13.389,6346,1.28,1.47
Kepler-484,1,13.024,13,5668,0.96,0.87
Kepler-485,1,14.952,14.898,5958,1.07,1.09
Kepler-486,1,14.388,14.38,4926,0.79,0.75
Kepler-488,1,14.804,14.752,5970,1.07,1.09
Kepler-489,1,14.018,14.018,5014,0.82,0.76
Kepler-490,1,14.879,14.817,6045,1.08,1.12
Kepler-491,1,14.014,13.962,5582,1.04,1.03
Kepler-492,1,14.518,14.511,5527,0.94,0.91
Kepler-493,1,14.996,15.035,6457,1.36,1.54
Kepler-494,1,14.153,14.122,6007,1.1,1.26
Kepler-495,1,14.622,14.607,5346,0.86,0.83
Kepler-496,1,14.817,14.796,5293,0.86,0.82
Kepler-497,1,14.72,15.099,5834,1.09,1.11
Kepler-498,1,14.283,14.246,5744,0.98,0.96
Kepler-499,1,14.353,14.349,5312,0.87,0.83
Kepler-5,1,13.369,13.226,6297,1.37,1.79
Kepler-500,1,14.176,14.174,5813,1.02,1.03
Kepler-501,1,14.762,14.73,5904,1.03,1.04
Kepler-502,1,14.982,14.972,6125,1.15,1.22
Kepler-504,1,14.486,14.458,3519,0.33,0.33
Kepler-505,1,15.108,15.115,3931,0.55,0.53
Kepler-506,1,10.868,10.784,6236,1.19,1.19
Kepler-507,1,11.994,11.922,6113,1.16,1.32
Kepler-508,1,11.472,11.604,6025,1.16,1.25
Kepler-509,1,11.854,11.784,6060,1.1,1.2
Kepler-510,1,11.947,11.922,5746,0.91,1.41
Kepler-511,1,12.747,12.583,5770,1,1.2
Kepler-512,1,12.674,12.613,5997,1.17,1.3
Kepler-513,1,12.935,12.882,5849,1.02,1.06
Kepler-514,1,12.182,12.133,6106,1.28,1.44
Kepler-515,1,12.713,,5293,0.9,0.83
Kepler-516,1,12.059,11.964,7099,1.62,2.02
Kepler-517,1,12.193,12.13,5690,0.95,0.98
Kepler-518,1,12.549,12.51,5842,0.96,0.88
Kepler-519,1,12.63,12.618,5260,0.89,0.8
Kepler-521,1,12.885,12.891,6406,1.34,1.46
Kepler-522,1,12.211,12.146,6392,1.54,1.98
Kepler-523,1,12.465,12.481,5515,0.93,0.86
Kepler-525,1,13.497,13.491,5573,0.95,1.15
Kepler-526,1,13.046,13.038,5894,1.15,1.14
Kepler-527,1,13.39,13.334,6388,1.28,1.45
Kepler-528,1,13.936,13.903,5807,1.01,1.06
Kepler-530,1,13.4,13.395,5697,0.97,0.89
Kepler-531,1,13.34,13.292,4893,0.78,0.75
Kepler-532,1,13.524,13.504,5192,0.87,0.79
Kepler-533,1,13.933,13.925,4758,0.78,0.72
Kepler-534,1,13.235,13.231,5884,1.05,0.98
Kepler-535,1,13.174,13.12,6123,1.18,1.27
Kepler-536,1,13.807,13.782,5524,0.92,0.89
Kepler-537,1,13.1,13.066,5763,1.07,0.99
Kepler-538,1,11.195,11.165,5547,0.89,0.87
Kepler-540,1,12.209,12.187,5946,1.02,1.08
Kepler-541,1,13.281,13.228,6166,1.41,2.06
Kepler-542,1,13.435,13.416,5526,0.93,0.9
Kepler-543,1,13.577,13.374,4671,0.7,0.67
Kepler-544,1,13.542,13.541,6206,1.16,1.22
Kepler-545,1,14.15,14.105,5882,1.04,1.07
Kepler-546,1,14.288,14.251,5967,1.11,1.15
Kepler-547,1,14.247,14.207,4828,0.78,0.73
Kepler-548,1,14.995,14.984,5535,0.93,0.9
Kepler-550,1,14.486,14.472,5322,0.87,0.83
Kepler-551,1,14.897,14.86,4286,0.65,0.63
Kepler-552,1,14.279,14.262,5863,1.03,1.04
Kepler-554,1,14.313,14.296,5447,0.93,0.92
Kepler-555,1,14.2,14.161,5894,1.03,1.04
Kepler-556,1,14.112,14.125,5740,1,0.98
